Review Text,Rating,Sentiment
Ok naman ang 9 packs... pero 2 packs color grey reject...  Nasa harap ang tali.. hindi na to mabibili.. pls always check...!!!!,3,NEUTRAL
"Fantastic, very happy with it!",5,POSITIVE
Fair enough for the price.,3,NEUTRAL
Ang galing! Best purchase ever!,5,POSITIVE
Average lang.,3,NEUTRAL
"Terrible, waste of money.",1,NEGATIVE
"Sobrang sulit, 5 stars!",4,POSITIVE
"Hindi maganda, very disappointed!",1,NEGATIVE
"Fair enough, does the job",3,NEUTRAL
"Superb, exceeded expectations!",5,POSITIVE
Terrible! Not recommended.,2,NEGATIVE
Ganda ng quality! Excellent!,4,POSITIVE
"Hindi maganda, very disappointed!",1,NEGATIVE
"Maganda, very satisfied ako!",4,POSITIVE
"Average, as expected.",3,NEUTRAL
"Sobrang pangit, hindi maganda.",1,NEGATIVE
"Fair enough, sakto lang.",3,NEUTRAL
"Okay, normal quality.",3,NEUTRAL
Excellent! Very satisfied.,4,POSITIVE
Lackluster performance overall,3,NEUTRAL
Moderate quality.,3,NEUTRAL
"Okay naman, pwede na for the price.",3,NEUTRAL
Bad purchase! Sayang!,1,NEGATIVE
Terrible quality! Pangit!,2,NEGATIVE
"Ang galing, super worth it!",5,POSITIVE
"Hindi maganda, very disappointed!",2,NEGATIVE
"It's super late review the item actually delivered 3days after I ordered, I got busy so now lang nakapagreview. The packaging is not that very safe naka bubble wrap lang sya at manipis lang, but thankfully the item is safe it working well ginamit ko agad agad sya. But there are keys na hindi tugma sa nakalagay like shift+3 it should be the # sign but lumalabas is wrong. But overall it's still satisfying ",4,POSITIVE
"Ang ganda, worth it talaga!",5,POSITIVE
Pangit! Hindi recommended.,2,NEGATIVE
Pwede na rin.,3,NEUTRAL
"Satisfied overall, good value",4,POSITIVE
Okay lang naman.,3,NEUTRAL
"Amazing, worth every peso!",4,POSITIVE
"Fantastic, very happy with it!",5,POSITIVE
"Okay lang, standard quality.",3,NEUTRAL
Beautiful design pero poor quality,3,NEUTRAL
"Bad, don't buy this.",2,NEGATIVE
"Ang galing, super worth it!",5,POSITIVE
"Napakaganda, satisfied ako.",4,POSITIVE
"Ang ganda, worth it talaga!",4,POSITIVE
"Decent, not bad.",3,NEUTRAL
"Nightmarish quality, total waste",1,NEGATIVE
"Beautiful, love it so much!",4,POSITIVE
"Ang ganda, worth it talaga!",4,POSITIVE
Sulit na sulit! Great quality!,5,POSITIVE
"Awful quality, very bad.",2,NEGATIVE
"Poor quality, it is not durable at all",2,NEGATIVE
Nice finish pero faulty functions,3,NEUTRAL
"Good overall, small cosmetic issue",4,POSITIVE
"Sakto lang, pwede na.",3,NEUTRAL
"Fair enough, sakto lang.",3,NEUTRAL
Legit. Sealed and wrapped in buble wrapping and tagged as fragile. Will give this as a gift.,5,POSITIVE
Sakto lang sa presyo.,3,NEUTRAL
"Perfect, thank you seller!",5,POSITIVE
Super bilis ng delivery samin. I love it then super light nya lang dalhin.,4,POSITIVE
"Normal, no issues.",3,NEUTRAL
"Disappointing, low quality.",1,NEGATIVE
Pwede na.,3,NEUTRAL
"Sobrang ganda, uulitin ko pa.",5,POSITIVE
"Hindi pangit, hindi rin maganda.",3,NEUTRAL
Medyo disappointed ako kasi may discoloration yung keyboard sa gilid pero working properly yung mouse. Yung keyboard din parang normal keyboard lang hindi mechanical. ,2,NEGATIVE
Pwede na rin.,3,NEUTRAL
"It's okay, works fine.",3,NEUTRAL
Ganda ng quality! Excellent!,5,POSITIVE
"Decent, not bad.",3,NEUTRAL
"Okay naman, walang problema.",3,NEUTRAL
"Outstanding, will order again!",4,POSITIVE
"Hindi maganda, very disappointed!",1,NEGATIVE
Hindi worth it! Very bad!,1,NEGATIVE
ang gnda nang short nagustohan nang binigyan ko salamat din sa delivery guy ang bait Niya Thank you po kuya ,4,POSITIVE
The product is good,4,POSITIVE
"Bad, waste of money.",2,NEGATIVE
Moderate quality.,3,NEUTRAL
"Okay naman, walang problema.",3,NEUTRAL
"Maganda ang kalidad, highly recommended!",5,POSITIVE
Amazing product pero may konting issue pero highly recommend,5,POSITIVE
Sakto lang.,3,NEUTRAL
Disappointing! Hindi recommended!,2,NEGATIVE
"Perfect gift, receiver loved it",5,POSITIVE
"Bad, don't buy this.",2,NEGATIVE
"Outstanding, will order again!",5,POSITIVE
"Nice quality, slight delay in delivery",4,POSITIVE
"Amazing, will recommend to friends!",5,POSITIVE
Ang ayos! Very happy!,4,POSITIVE
"Sobrang ganda, uulitin ko pa.",5,POSITIVE
"Great, highly recommend this!",5,POSITIVE
"Perfect, fast delivery too!",4,POSITIVE
Hindi okay! Very bad!,2,NEGATIVE
"Disappointing, low quality.",2,NEGATIVE
"Fair, pwede na.",3,NEUTRAL
"Superb, exceeded expectations!",4,POSITIVE
"Unsatisfied, bad purchase.",1,NEGATIVE
"Pangit talaga, kulang sa quality.",1,NEGATIVE
"Perfect, no issues at all.",5,POSITIVE
"Poor, many defects.",1,NEGATIVE
"Superb, exceeded expectations!",4,POSITIVE
Perfect! Fast shipping pa!,4,POSITIVE
"Okay lang, standard quality.",3,NEUTRAL
"very fast shipping, kasya lang sa anak kong 6yr.old, medyo maliit lng size nila, size for 11-12 yr.old kinuha ko, mataba lang cguro tlga anak ko  . maganda sya tlga kc ganda tela, 3rd time to order from this shop,pa",5,POSITIVE
"Awful quality, very bad.",2,NEGATIVE
Neutral experience overall,3,NEUTRAL
Terrible quality! Pangit!,1,NEGATIVE
"Fair, pwede na.",3,NEUTRAL
"Okay, nothing extraordinary.",3,NEUTRAL
"Hindi maganda, disappointing.",1,NEGATIVE
"Napakahusay, salamat seller!",5,POSITIVE
"Perfect, fast delivery too!",5,POSITIVE
"Average lang, but okay na rin.",3,NEUTRAL
"Napakasama, hindi ko recommend.",1,NEGATIVE
It's okay.,3,NEUTRAL
"Acceptable, no complaints.",3,NEUTRAL
Average lang.,3,NEUTRAL
Poor quality! Pangit!,1,NEGATIVE
maganda. jajhsushhshdhdujdjduidjdjjdjduhe jsjzhgstsjsijshsyhshsjsjgstshsusuhwuwh,4,POSITIVE
Sakto lang sa presyo.,3,NEUTRAL
Sobrang disappointed.,2,NEGATIVE
"Disappointing, pangit talaga.",1,NEGATIVE
"Standard, meets expectations.",3,NEUTRAL
"Okay naman, pwede na for the price.",3,NEUTRAL
"Okay naman, pwede na for the price.",3,NEUTRAL
Poor appearance excellent performance,3,NEUTRAL
"Average, acceptable naman.",3,NEUTRAL
"Maganda talaga, 5 stars!",5,POSITIVE
"Outstanding, will order again!",4,POSITIVE
"Disappointing, pangit talaga.",1,NEGATIVE
nakalagay sa content nio buy1 take1 pero isang set lang dumating.. kakadissapoint !!!! nexttym wag kau maglalagay ng buy1take1 Kung Hindi nio Naman isasama ung ung isa pang set ..haystttt!!!!!!,1,NEGATIVE
Beautiful pero may problema,3,NEUTRAL
"Fair enough, sakto lang.",3,NEUTRAL
"Sobrang ganda, uulitin ko pa.",5,POSITIVE
Satisfied ,4,POSITIVE
"Sakto lang, pwede na.",3,NEUTRAL
"Beautiful, love it so much!",5,POSITIVE
"Okay lang naman, nothing special.",3,NEUTRAL
order ko gray bakit dumating brown diba kayo marunong bumasa o basta lang kumita ang alam nyo kahit makapangloko kayo ng kapwa nyo..un eh kong tao kayo kase palagay ko hindi..,1,NEGATIVE
Pangit ng kalidad.,1,NEGATIVE
Pwede na.,3,NEUTRAL
"Ang ganda, best purchase!",4,POSITIVE
"Decent, not bad.",3,NEUTRAL
Bad purchase! Sayang!,1,NEGATIVE
"Poor quality, disappointed.",2,NEGATIVE
Pathetic quality! Extremely disappointed with this,1,NEGATIVE
"Pwede na to, walang issue naman so far",3,NEUTRAL
"Sobrang sulit, 5 stars!",5,POSITIVE
"Hindi okay, maraming problema.",1,NEGATIVE
Outstanding quality! Exceeded expectations,5,POSITIVE
"Average lang, but okay na rin.",3,NEUTRAL
Hindi okay! Very bad!,1,NEGATIVE
"Average, nothing special.",3,NEUTRAL
"Great, highly recommend this!",4,POSITIVE
"Maganda, very satisfied ako!",4,POSITIVE
"Average, as expected.",3,NEUTRAL
"Maganda, walang reklamo.",4,POSITIVE
Fair enough for the price.,3,NEUTRAL
"5 star for a very fast delivery, it just took a day to deliver my order. Ayus din yung lights, maraming siyang mode which makes it awesome but unfortunately hindi malakas yung kapit ng pandikit niya kaya I have to improvise using double sided tape but overall 5 star for the item with regards sa quality and price.",5,POSITIVE
"Average, nothing special.",3,NEUTRAL
Pangit ng kalidad.,1,NEGATIVE
It's okay.,3,NEUTRAL
Good product tiny dent,4,POSITIVE
"Poor, many defects.",2,NEGATIVE
"Ang ganda, worth it talaga!",5,POSITIVE
Pangit! Very disappointing!,1,NEGATIVE
Terrible quality! Pangit!,2,NEGATIVE
Sakto lang sa presyo.,3,NEUTRAL
Bad purchase! Sayang!,2,NEGATIVE
Hindi masama.,3,NEUTRAL
"Sobrang sulit, 5 stars!",4,POSITIVE
"Terrible, waste of money.",1,NEGATIVE
"Sakto lang, pwede na.",3,NEUTRAL
Excellent! Very satisfied.,4,POSITIVE
Solid! Highly satisfied!,4,POSITIVE
Ganda ng quality! Excellent!,4,POSITIVE
"Average, nothing special.",3,NEUTRAL
