Review Text,Rating,Sentiment
"you cheated me,i order and i paid complete your item but i very very dis appointed..i just recieved only 1 item.. my order is 3 items but you only send 1 item..howcome??? dahil lwng sa small amount at gusto mo kumita kaya nanloko ka ng tao..dont worry KARMA is just around the corner!!! babalik din sayo yan kung anong ginawa mong masama sa kapwa mo!! GOODLUCK!!!  HGRXVJOUFFHITFBJRESFJKHCFUTECVKKFFFGCDERIIJVDSFHIJVFDGUJBDDGHBVFDESFJOONFDDVfyhfdtvnigcdechukhdxcchjnbffhiuessvhlkjcdds",1,NEGATIVE
"wrong item,I ordered 4 pcs and the just gave me 2 pcs ,but still same price",1,NEGATIVE
mali ang product na dumating..color gold order ko black dumating..ibang yari ang cp holder mukhang mumurahin lang..di na ako uulit..,1,NEGATIVE
Nice.,5,POSITIVE
ganda nman ng face mask hold kaka delivery lang order salamat kay kuya rider thank you sila mo iyan or pag dito ni package ko deliver between lazada good bless you ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â°ÃƒÆ’Ã¢â‚¬Â¦Ãƒâ€šÃ‚Â¸ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¾ ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â°ÃƒÆ’Ã¢â‚¬Â¦Ãƒâ€šÃ‚Â¸ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¾ ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â°ÃƒÆ’Ã¢â‚¬Â¦Ãƒâ€šÃ‚Â¸ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¾ five star name into salamat kay kuya may duha november 24 2021,5,POSITIVE
Nice and good quality. Complete pieces. Recommended shop. Its great. Thank you. God bless.,5,POSITIVE
maayos syang dumating walang sira. Thank you seller! ang ganda po nagustuhan nilang gamitin ..,5,POSITIVE
So beautiful. This is a reminder that we should not become the very thing we are fighting against. #AllColorsAreBeautiful #BlackLivesMatter,5,POSITIVE
"cute, ayos na ayos maraming salamat seller mukha nmng matibay, dpende nalang sa gagamit, approved!",4,POSITIVE
"thank you, thank you",4,POSITIVE
Kung ano nasa picture ganun nga siya. Tama lang sa presyo nya. Di lang tama yung kulay na pinadala. Wag na lang lagyan ng pagpilian ng kulay kung di rin naman pala susundin yung choice ng oorder. Atleast di kana magexpect pag random nakalagay. Dibaaa,4,POSITIVE
Very useful,4,POSITIVE
"Maganda naman un items kaso ang tagal ng delivery tapos hassle pa kulang un quantity tapos un courier gusto pick up - in ko un items ko sa location niya eh ""delivery"" un request hnd naman pick up",2,NEGATIVE
Complete orders. Pero hindi same ang colors sa pinili ko nung nagorder ako at pinakadisappointing yung black landyard dahil super nipis compared mo sa itsura sa reviews at mismong picture. Seller must improve!,2,NEGATIVE
10 days late. Seller not empathetic. Product is good but wrong color. Delivery is confusing.,1,NEGATIVE
"Kulang po dineliver sa akin. Dapat 3, 2 lang po ang nakalagay sa pouch.. Paano yung 1 kulang?",2,NEGATIVE
Okay sana ung item kaso magkaiba ung kapal eh.,2,NEGATIVE
DO NOT BUY THIS CRAP! MANIPIS SA ACTUAL. THIS IS A FALSE ADVERTISEMENT,1,NEGATIVE
"This is a complete disaster! Mali mali mga colors, sobrang tagal pa ng delivery. Green order ginawa nyong yellow, pink ginawa nyong violet! Paladesisyon kayo sa buhay ng ibang tao. Nakakafrustrate ang store nyo, may guidelines pa kayo piliin ng maayos ang item kayo naman ang hindi nasunod!",1,NEGATIVE
I ordered 3 pcs but i was only given 2pcs. I messaged the seller about how can i get the other missing piece. I also messaged the seller that I am about to order another set for my friend so maybe he can include the missing piece in my next order but the seller didnt reply.,1,NEGATIVE
Hndi sya nakasama sa package. Nakalimutan yata ni seller.,1,NEGATIVE
very nice you can attach the spoon to it's cover. It is well sealed,5,POSITIVE
"Got the items secured and fast at first I thought it was not paired with its parts because of disassembled parts to fit in the box but when you try to up side down the cover you will discover that it really fit to each other. Ganda, though medyo maliit siya for me, Sana May pang half kilo or just at least 375 ang laki Nevertheless it serves its purpose!",5,POSITIVE
"Glass nga siya, akala ko clear plastic lang.. maganda naman sya and medyo malaki kaya marami malalagay. Mabilis yung shipping. Thank you seller!",5,POSITIVE
"Excellent quality, very accommodating seller, well packaged, item shipped immediately and will definitely order again",5,POSITIVE
what u see is what u get,5,POSITIVE
4 star lang sa akin si seller disappointed ako dahil yung isa sira ang pinadala niya hindi ko malaman kung nasunog ito. sana yung mga ganitong itsura hindi niyo pinapadala sa buyer dahil binabayaran naman kayo ng tama. kung kayo kaya bibili at ganito ang ibibigay sa inyo matutuwa ba kayo? sana naisip niyo yun,4,POSITIVE
nice and safe packaging nakarating dq lang nagustuhan ung naka post may rubber ung takip pero sa personal na product wala nmn pala kaya hindi xa nasa2ra maayos ang takip di xa lapat na lapat si2ngaw lng ang iba condiments na ila2gay.,4,POSITIVE
maganda po sana ang product..kulang lang ng handle.sayang..pakipadala po ung hawakan,4,POSITIVE
For only 120 pesos goods na siya. Mura and maganda yung products.,4,POSITIVE
ayaw mg sara ang tkip nyangkabliktad mgnda sna e ..,2,NEGATIVE
the one I ordered came broken grabe dapat walang star disappointing sayang when i received it i was wondering bakit makalansing i will never order from this seller sana ibalik na kng pera or resend me snother one,1,NEGATIVE
the item is actually cute...what disappointed me is that 2 of the 3 the items were damaged...i checked the boxes but the broken parts were not inside it...,2,NEGATIVE
"May damage ung isang bottle, kita mong may mahabang hiwa. anyway mabilis naman ang delivery.",2,NEGATIVE
I ordered 4 items... Basag na basag yung isa... Bubog ang kinalabasan... Next time lagyan niyo naman ng bubble wrap yung pinaka items...,2,NEGATIVE
"i receive broken dazzle cup , i am lacking of hairclip, you have to replace it or refund what is lacking on the delivery",1,NEGATIVE
"Hindi kasya yung takip, akala ko may rubber siya kasi sa picture meron wala naman pala.",1,NEGATIVE
eto lang at ung basahan ang dumating sa mga order ko ung egg beater at san rio hindi dumating palpak ka seller irereport kkta sa lazada ng mawala ka. jan .. sayang dn ung 11pesos ko at 7pesos na bayad pero wlang item,1,NEGATIVE
anong kalokohan yan seller nakabaliktad sayang pera ko khit mura lang ano to pano.ggamitin yan,1,NEGATIVE
maganda sya sana tumagal ...thanks seller a deserves ng five stars ....6666666666766766,5,POSITIVE
so far so goodgumagana po lahat di ko na nakuhanan ung isa kasi kinuha na agad. sana nga lang po tumugaldi mabilis malowbat thank you Lazada thank you seller thank you mabait na rider.,5,POSITIVE
ok naman gumagana sya,5,POSITIVE
"Got my parcel 9/16/21 from placed order 9/15/21 secure with bubble wrap=5 As always I do,try the item b4 review.it charge my phone from 2% - 36% from the bank stock charge 75% w/c is not as is bcoz its only a pre-charge but the outcome is good.i did that to empty the bank for me to know how long the bank can be fully charge.I've charge the bank using fast charger 2.1A at 9pm and its full the next day at 1pm.the LED light, don't expect too much bcoz it can only be use as a deem light=5",5,POSITIVE
super nice quality tagal nya ma lowbat nakaka 2 cp ako kasi minsan ginagamit ko pa din sya while using my ohone,5,POSITIVE
uag nakwgaj lagahwo ahaksuwg kwjjfskao wgakwkwhwnwkw ajjwkwqkjwgekwe sjejwhwjwhjsjwkwoiw,4,POSITIVE
maganda sya full charge nung nrvc ko nka 2 cp ako nacharge pero nung chinacharge ko n ung powerbank 8 hours n d p dn sya puno.. ao don lang ako nbother.. sana magtagal..,4,POSITIVE
"Items received,. Well packed and naka bubble wrapped,. Napa responsive pa ng seller,. Thank you po. God bless and more sales to come.",4,POSITIVE
Product is good.,4,POSITIVE
I love this powerbank,4,POSITIVE
"Super dismaya ako sa item, ginamit ko agad itong powerbank nasa 75% pa pero hindi man lang na full charge ang cell ko at 35% lang. Akala ko ba kahit 2 cell kaya nitong ma full.",1,NEGATIVE
ano bang klaseng store to.. may pa message-message pa kaung nlalaman na lahat ng product chinicheck nyo bago nyo ibenta. ngaun pano ko mgagamit tong powerbank na bnli ko sa inyo? nkaka disappoint lang kayo. may bubble wrap pa kaung nlalaman sira naman ung pinadala nyo..ayos kayo noh...pra lang kumita.,1,NEGATIVE
Hindi totoong 10000MAH bilis malowbatt tapos napakatagal ma fullcharge. di nga kaya ma fullcharge yung phone kong 5000Mah lang. peke. Hahaha,1,NEGATIVE
"57% yung phone ko nung chinarge ko yung phone ko sa powerbank na ito. Pero 84% pa lang yung phone ko low battery na yung powerbank!!  Full charge yung power bank, and then 1ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½ hours pa lang nakasaksak yung phone low battery na agad",2,NEGATIVE
Sa lahat ng inorder ko ito lang yung palpak kc hanggang 75 percent lang yung kaya ng powerbank kahit I charge mo pa ng 2hrs or 3 hrs kaya pala mura kc mapapamura ka kapag nagamit mo na,2,NEGATIVE
Hindi maganda pakikitungu nung delivery at maling kulay ang pinadala. Black yung order ko pero dumating white. Seller pakiayos naman. Mas okay na yung delay yung order kaysa naman mali yung color na binigay ninyo. Dalawa pa naman inorder ko. Kabadtrip. Napakapangit mong kabonding.,1,NEGATIVE
"A comprehensive review. TLDR: These are not authentic airdots, yes, even if they have the Lazmall branding. Looks for another store, I recommend PCTECH. For the love that is all holy DO NOT BUY from this store!I bought an airdots and a power bank from them because they have the ""Lazmall"" branding.I just received the items and I found out that they are selling counterfeit items. I know what an authentic airdots looks like.There should be a marking round the tip of the airdots it self. Build quality is laughable. Sound is horrible. Keeps on disconnecting even if my device is just literally 30 cm from my head.I even messaged the seller and they said that it's authentic. LIAR!!! PLEASE DONT BUY FROM THIS STORE",1,NEGATIVE
"one, isa nalang yung nandito sakin kasi naibigay ko na yung isa dun sa pinag bigyan ko",5,POSITIVE
Yung quality ng product ang ganda and naka sealed pa talaga at sure na hindi sana papasok yung water yet ang affordable at Buy 1 Take 1,5,POSITIVE
"Yeeeeyy!! Arrived just in time! Thanks seller, malinaw pa din camera ko kahit nasa loob na ng pouchperfect pang under water! Thank you!!",5,POSITIVE
Tama yung color na order ko super bilis dumating at mabait si kuya dilevery salamat,5,POSITIVE
YES MAY PANG REGALO NA AKO SA MGA INAANAK KO BUKAS... SALAMAT LAZADA AT SELLER... LALONG LALO NA KAY KUYA OLIVER NA ALWAYS NAGDEDELIVER SA AKIN NG MGA INORDER KO... I GIVE 10 STARS,5,POSITIVE
Ok nmn siya maayos dumating yun nga lng iba yung kulay na dumating dpat kasi alam ko black and white yung order ko naging purple but its okay kulay lng nmn yan e tska nga lng delay sya ng delay but its okay Den wala nmn kaso yun buti nlng dpa natutuloy swimming nmin dahil balik Ecq 2days lng ata yung delay pero oks lng satisfy padinn,4,POSITIVE
thank you seller the product arrived safely,4,POSITIVE
ok packaging is good..,4,POSITIVE
thank you s seller Sana nga tlaga d pasukin ng tubig.salamat KY kuyang delivery driver kc Kilala nya n ako Suki nya n me.hahaa thanks Lazada,4,POSITIVE
maganda sya kaso bakit pariho green dapat black Ang Isa nito,4,POSITIVE
Good quality and its cool!!,5,POSITIVE
hahahaha ganyan talaga sya baka akalain nyo sa video sira ganyan sya pag binukasan maganda Hindi sya na papasukan ng tubig pero Hindi sya na pipindot kapag nasa ilalim ng tubig...,5,POSITIVE
nice And quality items for its price,5,POSITIVE
ganda nya! wah ready na mag beach,5,POSITIVE
Thank you seller ang ganda nya kasyang kasya sa phone waiting uli sa mga item nyo na mgaganda,5,POSITIVE
"Satisfied ako sa product. Walang damage and well packed. Kasya ang Samsung A71 and may extra space pa. I tried it underwater and di talaga siya pinasukan ng tubig. Ang request ko lang, sana ibubble wrap ang product para hindi madamage sa delivery.",4,POSITIVE
"hindi dumating yung exact order ko. ang akala kong buy one take one sa color, pink and black dapat, parehas na pink binigay. tapos yung blue at black, blue lang din. pero ok n din. maganda nmn, ung kulay na kasama lng di nasunod. 4 stars lng dahil s d nasunod kasamang kulay",4,POSITIVE
nakalagay sa pic black and yellow pero parehas yellow dumating. pero maganda naman yung product pwede mo isawsaw sa tubig cp mo nang isang buwan. tjlsfsfbzfskhrakhrskharjhsfksfhkfshkrhskrhdkrshjrhhjfzxhfkxrhxrgjegsragjjfjaafjjduafjhzgxjrgjrdhggyjdvhdrvsrrgsecgaexgsedgfaegseffghcrsgchdsgdhschdhjdgthjdtgfbylkghykkbigukfyhojdtcrstehdtedattdeytedagtedagxeadgexahagdrhshfrsjfjgdkouhtopuhtoilygfgkuvfufrweydetdwteydy,4,POSITIVE
mali naman nadeliver. Dapat black and violet kaso parehong violet ang dumating.,4,POSITIVE
The package/items arrived within the timeframe of delivery... and the price is OK for its quality... There's no assurance yet for the leakage as I am just about to try to use these.,4,POSITIVE
parcels arrived today 2nd buy to this shop very legit po sya ..dito na ako lagi bibili ...masyadong menthol lang takaga un free juice Nia Kaya bumili na lang din ako nang ibang juice,1,NEGATIVE
thanks legitttt .. ang problema super leaking kakabukas ko Lang ubos na agad proof po na leaking sya,1,NEGATIVE
bat lasa pong plastic hindi po ba to fake? I'll try all sobrang panget ng lasa.5 pa naman binili ko.,1,NEGATIVE
Cause the one pods i open its leaking!!!! its a waste of money how can i use this! Its cost me 185 then im not able to use it!!!! please make sure your pods has no leak!!!!!!! i want a refund. what you gonna do about it!!!???,1,NEGATIVE
may leak yung binili kung pods sa inyo sayang yung perang pinambili ko? baka pwede nyo pong palitan ito? huhu seller please gawan nyo po sana ng paraan,1,NEGATIVE
"I love it omg! sobrang smooth niya. so far, pangatlong bili ko na tong mouse sa online and i'm so happy na hindi ako nadisappoint dito puro kase budol nabili ko last time. i will definitely buy again and i will recomment it to my friends!",5,POSITIVE
Its working. thankyou so much!!Its working. thankyou so much!!Its working. thankyou so much!!,5,POSITIVE
I need a basic mouse and I know Rapoo is a good brand. Well packed and shipped fast. Thank you Rapoo and Lazada and LEXPH who always deliver my Lazada Parcels.,5,POSITIVE
So far working naman sya...Sana naman tumagal sya sakin though hindi naman pang heavy duty . Salamat Laza,5,POSITIVE
"Delightful with the product from them. So far, it's working well, properly packed and no damage. Seller didn't failed to send the right design and color of my mouse.Thank you seller! Love my new buddy. it's regular but comfy gadget I got!",5,POSITIVE
This is the best buy,5,POSITIVE
nice nice nice....good and affordable price legit sya,5,POSITIVE
maganda siya........... ............................... and affordable at the same time..................................................,5,POSITIVE
Nice it's a good Brand.. I recommend this store.. Thank you,5,POSITIVE
Ang ganda po sulit na sulit sana tumagal! mabilis din delivery Ang ganda po sulit na sulit sana tumagal! mabilis din delivery,5,POSITIVE
Simple yet classy. Nameet din yung estimated delivery. Sana meron lang white mas prefer ko kasi sana yun,4,POSITIVE
"First time to purchase on this store and I placed my order at 9.9 and I m satisfied  cos they delivered it immediately. Item was well packed - though the box was slightly deformed, it s alright since the item itself is working naman. Thank you!",4,POSITIVE
"Great Product, although may kaunting dent/damage yung box, safe naman yung mismong product sa loob. Gumana siya sa pc at laptop ko.",4,POSITIVE
good item ang smooth Nia gmitin and ang bilis dumating mga 3 days lang ata na-deliver agad! thank you seller.,4,POSITIVE
"Keri na din, di masyadong recommended may sariling buhay yung mouse hahahahaa",2,NEGATIVE
"Masyadong sensitive ung mouse, kahit hindi nakadikit sa surface ung sensor at tinry kong imove, sumasabay ung cursor which is very annoying.",2,NEGATIVE
"The left click is not working at all. Yung right click ang walang problema. Got this item only last October 20. Can this be replaced, please?",1,NEGATIVE
"thank you! received the cable in good condition and its working! but as to how fast, we will report back..",5,POSITIVE
thank you very much! just recieved and its 10/10,5,POSITIVE
i got my first order here  nagamit ko na sya at legit fast charger sya  highly recommended this,5,POSITIVE
Magandaaaaa and mabilis din naman magcharge so sulitttttt and well packed naman nung dumating thanks,5,POSITIVE
ok naman sya so far at mukang matibay saka mura ko lang nabili.. I love lazada talaga bilis pa ng delivery...,5,POSITIVE
sorry super later review. ok naman ang item nong nareceive ko. tama naman ang ipinadala at charging naman sya. more than hour din bago mafull charge. ang napansin ko lang ngayon lumuwag na yong dulo na sa fone nakasaksak.. pero ok na rin..,4,POSITIVE
just what i wanted to have for my convenience at work...thanks!,4,POSITIVE
maganda,4,POSITIVE
Nysbahahhahahahahahahhahahahahhahahahahahahhshshshshahsbahahbsbsbsbsbsbsbbsbsbsbsbsbsbsbsbsbsbsbsbshshhshshshsbsbs,4,POSITIVE
does not act as fast charging sometimes. works like a regular charging cable. 4 stars for that. thanks still.,4,POSITIVE
"2 order ko Isa lang dumating,Sana check nyo muna bago nyo esend,Sayang naman kala ko maka discount na ako...hanap nalang ulit ako legit at honest store",2,NEGATIVE
Fast shipping. Not happy the cable on the bottom I bought in the store much thicker than cable I bought here. The cables are different models bottom from store cb 222 much thicker than here cb 221. Hopefully it will last.,2,NEGATIVE
not fast charger naman po eee hayz ....... nnajaja kakakakakakakakakakakakakakakaini,2,NEGATIVE
"The item was not C-type. I ordered usb to c- type. The description says usb to c-type, but that was not what I got. I feel cheated! I want a refund!",1,NEGATIVE
hindi po tama ang item na dineliver sakin.hassle,2,NEGATIVE
